Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Conrad-Martin;Conrad-Martin;1;9418;-;-
Constantijn;Constantijn;1;9418;-;-
Constantin;Konstantin;1627;120;89;91
Constantin-Alexander;Constantin-Alexander;1;9418;-;-
Constantin-Casper;Constantin-Casper;1;9418;-;-
Constantin-Clemens;Constantin-Clemens;1;9418;-;-
Constantin-Cristian;Constantin-Cristian;1;9418;-;-
Constantin-David;Constantin-David;1;9418;-;-
Constantine;Konstantin;4;4360;1;1791
Constantin-Emilio;Constantin-Emilio;1;9418;-;-
Constantin-Erhard;Constantin-Erhard;1;9418;-;-
Constantin-Hans;Constantin-Hans;1;9418;-;-
Constantin-Julian;Constantin-Julian;1;9418;-;-
Constantin-Louis;Constantin-Louis;1;9418;-;-
Constantin-Luca;Constantin-Luca;1;9418;-;-
Constantin-Maximus;Constantin-Maximus;1;9418;-;-
Constantin-Noah;Constantin-Noah;2;6465;1;1791
Constantino;Konstantin;1;9418;-;-
Constantinos;Konstantin;2;6465;1;1791
Constantin-Sebastian-Mattias;Constantin-Sebastian-Mattias;1;9418;-;-
Constantin-Spasa;Constantin-Spasa;1;9418;-;-
Constantin-Stefan;Constantin-Stefan;1;9418;-;-
Constantin-Taran;Constantin-Taran;1;9418;-;-
Constantinus;Konstantin;1;9418;-;-
Constatin;Konstantin;1;9418;-;-
Cooper;Cooper;5;3825;-;-
Corazon;Corazon;1;9418;-;-
Corban;Corban;2;6465;-;-
Corben;Corben;1;9418;-;-
Corbin;Corbin;1;9418;-;-
Corbinian;Korbinian;25;1479;3;954
Cordian;Cordian;1;9418;-;-
Corentin;Corentin;3;5161;-;-
Corey;Corey;5;3825;-;-
Corin;Corin;3;5161;-;-
Corin-Sascha;Corin-Sascha;1;9418;-;-
Cormac;Cormac;1;9418;-;-
Cornel;Cornelius;19;1737;-;-
Corneli;Corneli;1;9418;1;1791
Cornelio;Cornelius;3;5161;-;-
Cornelis;Cornelis;2;6465;-;-
Cornelius;Cornelius;186;444;6;637
Cornélius;Cornelius;1;9418;1;1791
Cornelius-Leon;Cornelius-Leon;1;9418;-;-
Corradino;Konradin;1;9418;-;-
Corrado;Konrad;10;2599;-;-
Corsin;Corsin;2;6465;-;-
Corvian;Corvian;1;9418;-;-
Corvin;Corvin;38;1170;2;1237
Corvinius;Corvin;1;9418;-;-
Corvinus;Corvin;1;9418;-;-
Corwin;Corvin;1;9418;-;-
Cory;Cory;2;6465;-;-
Cosimo;Cosmo;14;2112;1;1791
Coskun;Coşkun;1;9418;-;-
Coşkun;Coşkun;2;6465;1;1791
Cosmas;Cosmo;3;5161;-;-
Cosme;Cosme;1;9418;-;-
Cosmin;Cosmo;10;2599;2;1237
Cosmin-Darius;Cosmin-Darius;1;9418;-;-
Cosmin-Isaak;Cosmin-Isaak;1;9418;-;-
Cosmo;Cosmo;34;1248;2;1237
Cosmos;Cosmos;1;9418;-;-
Costa;Kosta;2;6465;-;-
Costantino;Konstantin;1;9418;-;-
Costin;Costin;1;9418;-;-
Cotne;Cotne;1;9418;-;-
Cpienghar;Cpienghar;1;9418;-;-
Craig;Craig;4;4360;-;-
Crest;Crest;1;9418;-;-
Cris;Chris;3;5161;-;-
Crisologo;Crisologo;1;9418;1;1791
Crispin;Krispin;5;3825;-;-
Cristi;Cristi;1;9418;1;1791
Cristian;Christian;30;1324;6;637
Cristian-Andrei;Cristian-Andrei;1;9418;-;-
Cristian-Antonio;Cristian-Antonio;1;9418;-;-
Cristian-Daniel;Cristian-Daniel;1;9418;-;-
Cristian-Darius;Cristian-Darius;1;9418;-;-
Cristian-David;Cristian-David;1;9418;-;-
Cristian-Fineas;Cristian-Fineas;1;9418;1;1791
Cristian-Gabriel;Cristian-Gabriel;1;9418;-;-
Cristian-Mihai;Cristian-Mihai;1;9418;-;-
Cristiano;Christian;80;736;5;711
Cristiano-Joel;Cristiano-Joel;1;9418;-;-
Cristiano-Ronaldo;Cristiano-Ronaldo;1;9418;-;-
Cristian-Sebastian;Cristian-Sebastian;1;9418;-;-
Cristo;Cristo;1;9418;-;-
Cristobal;Christoph;2;6465;-;-
Cristof;Christoph;2;6465;-;-
Cristofer;Christoph;1;9418;-;-
Cristoph;Christoph;3;5161;-;-
Cristopher;Christoph;1;9418;-;-
Cross;Cross;1;9418;-;-
Cruz;Cruz;4;4360;-;-
Csaba;Csaba;4;4360;-;-
Csaba-György;Csaba-György;1;9418;-;-
Csanad;Csanad;2;6465;-;-
Csanád;Csanad;1;9418;-;-
Csobán;Csobán;1;9418;1;1791
Csoma;Csoma;1;9418;-;-
Csongor;Csongor;11;2451;1;1791
Cuauhtemoc;Cuauhtemoc;1;9418;-;-
Cuauhtémoc;Cuauhtemoc;1;9418;-;-
Cuban;Cuban;1;9418;-;-
Cubias;Cubias;1;9418;-;-
Cúdric;Cúdric;1;9418;-;-
Cudy;Cudy;1;9418;-;-
Culann;Culann;1;9418;-;-
Culeybib;Culeybib;1;9418;-;-
Cuma;Cuma;10;2599;-;-
Çuma;Cuma;1;9418;-;-
Cumali;Cumali;6;3462;2;1237
Cumayi;Cumayi;1;9418;-;-
Cune;Cune;1;9418;-;-
Cüneyd;Cüneyd;2;6465;-;-
Cüneyt;Cüneyt;6;3462;-;-
Cuno;Cuno;1;9418;-;-
Curd;Curd;7;3148;-;-
Curt;Kurt;3;5161;-;-
Curtis;Curtis;19;1737;-;-
Curtis-Andre;Curtis-Andre;1;9418;-;-
Cveta;Cveta;1;9418;-;-
Cvetko;Cvetko;1;9418;-;-
Cvijan;Cvijan;1;9418;-;-
Cvijetin;Cvijetin;2;6465;-;-
Cvjetko;Cvjetko;1;9418;-;-
Cyprian;Cyprian;8;2934;2;1237
Cyprien;Cyprien;1;9418;-;-
Cyriak;Cyriak;2;6465;-;-
Cyril;Kyrillos;17;1846;2;1237
Cyrill;Kyrillos;17;1846;-;-
Cyrille;Kyrillos;1;9418;-;-
Cyrill-Orlando;Cyrill-Orlando;1;9418;-;-
Cyril-Marcel;Cyril-Marcel;1;9418;-;-
Cyrion-Reggie;Cyrion-Reggie;1;9418;-;-
Cyro;Cyro;3;5161;1;1791
Cyrus;Cyrus;12;2317;2;1237
Czeslaw;Czeslaw;1;9418;-;-
Da;Da;1;9418;-;-
Daan;Daan;3;5161;-;-
Dabo;Dabo;1;9418;-;-
Dadi;Dadi;1;9418;-;-
Dadik;Dadik;1;9418;-;-
Dado;Dado;3;5161;-;-
Dadyar;Dadyar;2;6465;-;-
Dael;Dael;1;9418;-;-
Daem;Daem;1;9418;-;-
Daemien;Daemien;1;9418;-;-
Daemon;Daemon;1;9418;1;1791
Daevid;Daevid;2;6465;-;-
Dagat;Dagat;1;9418;-;-
Dağhan;Dağhan;1;9418;-;-
Dagmawi;Dagmawi;1;9418;-;-
Dagobert;Dagobert;3;5161;-;-
Dagur;Dagur;2;6465;1;1791
Dagvadorj;Dagvadorj;1;9418;-;-
Dahir;Dahir;1;9418;-;-
Dahyun;Dahyun;1;9418;-;-
Daian;Daian;1;9418;-;-
Daichi;Daichi;1;9418;-;-
Dailan;Dailan;1;9418;-;-
Daimen;Daimen;3;5161;1;1791
Daimien;Daimien;1;9418;-;-
Daimon;Daimon;2;6465;-;-
Dain;Dain;3;5161;-;-
Daiyan;Daiyan;1;9418;-;-
Dajan;Dajan;4;4360;2;1237
Dajen;Dajen;4;4360;-;-
Dajjen;Dajjen;2;6465;-;-
Dajlan;Dajlan;7;3148;-;-
Dakota;Dakota;1;9418;-;-
Daksh;Daksh;1;9418;-;-
Dalan;Dalan;2;6465;-;-
Dalbert;Dalbert;1;9418;1;1791
Dalbir;Dalbir;1;9418;-;-
Dalex;Dalex;1;9418;-;-
Daley;Daley;1;9418;-;-
Dalgat;Dalgat;1;9418;-;-
Dali;Dali;1;9418;-;-
Dalian;Dalian;3;5161;-;-
Dalibor;Dalibor;53;954;1;1791
Dalijan;Dalijan;2;6465;-;-
Dalil;Dalil;1;9418;1;1791
Dalimir;Dalimir;1;9418;-;-
Dalip;Dalip;1;9418;-;-
Dalistan;Dalistan;1;9418;-;-
Dalius;Dalius;1;9418;-;-
Daljinder;Daljinder;1;9418;-;-
Dalmar;Dalmar;1;9418;1;1791
Dalmat;Dalmat;1;9418;-;-
Dalmin;Dalmin;1;9418;1;1791
Dalvin;Dalvin;1;9418;-;-
Dalyan;Dalyan;3;5161;-;-
Damanjit;Damanjit;1;9418;-;-
Damanjot;Damanjot;1;9418;-;-
Damanpreet;Damanpreet;1;9418;-;-
Damas;Damas;1;9418;-;-
Damaso;Damaso;1;9418;-;-
Damean;Damian;1;9418;-;-
Dameon;Damian;1;9418;-;-
Damian;Damian;544;232;64;113
Damián;Damian;8;2934;1;1791
Damian-Alexander;Damian-Alexander;1;9418;-;-
Damian-Constantin;Damian-Constantin;1;9418;-;-
Damian-Helmut;Damian-Helmut;1;9418;-;-
Damian-Joel;Damian-Joel;1;9418;-;-
Damian-Johann;Damian-Johann;1;9418;-;-
Damian-Kyrie;Damian-Kyrie;1;9418;1;1791
Damian-Malique;Damian-Malique;1;9418;-;-
Damian-Noah;Damian-Noah;1;9418;-;-
Damiano;Damiano;18;1785;1;1791
Damianos;Damian;1;9418;-;-
Damian-Pascal;Damian-Pascal;1;9418;-;-
Damián-Salvatore;Damián-Salvatore;1;9418;-;-
Damian-Simon;Damian-Simon;1;9418;-;-
Damiel;Damiel;1;9418;-;-
Damien;Damian;132;538;9;483
Dámien;Damian;1;9418;-;-
Damien-Aurelio;Damien-Aurelio;1;9418;-;-
Damien-Emilio;Damien-Emilio;1;9418;-;-
Damien-Kilian;Damien-Kilian;1;9418;-;-
Damien-Odin;Damien-Odin;1;9418;1;1791
Damijan;Damian;27;1415;5;711
Damin;Damin;7;3148;2;1237
Damion;Damian;6;3462;-;-
Damion-Michael;Damion-Michael;1;9418;-;-
Damir;Damir;67;822;1;1791
Damjan;Damian;194;431;19;285
Damján;Damian;4;4360;-;-
Damjan-Luka;Damjan-Luka;1;9418;-;-
Damljan;Damljan;1;9418;-;-
Damnjan;Damnjan;4;4360;1;1791
Damnpret;Damnpret;1;9418;-;-
Damola;Damola;1;9418;-;-
Damon;Damian;23;1551;6;637
Damon-Andreas;Damon-Andreas;1;9418;-;-
Damun;Damun;1;9418;-;-
Damyan;Damyan;2;6465;-;-
Dan;Dan;34;1248;1;1791
Dana;Dana;5;3825;-;-
Danai;Danai;1;9418;-;-
Dan-Bogdan;Dan-Bogdan;1;9418;-;-
Dandy;Dandy;1;9418;-;-
Dane;Dane;4;4360;-;-
Danel;Daniel;1;9418;-;-
Danell;Daniel;2;6465;-;-
Daner;Daner;1;9418;-;-
Danery;Danery;1;9418;-;-
Danesh;Danesh;1;9418;-;-
Dan-Fabian;Dan-Fabian;1;9418;-;-
Dang;Dang;1;9418;-;-
Dangelo;Dangelo;1;9418;-;-
Dani;Danny;30;1324;9;483
Danial;Daniel;38;1170;5;711
Daniar;Daniar;2;6465;1;1791
Daniel;Daniel;33645;3;297;33
Daniél;Daniel;2;6465;-;-
Danièl;Daniel;1;9418;-;-
Dániel;Daniel;50;989;11;425
Daniel-Alexander;Daniel-Alexander;3;5161;-;-
Daniel-Alexandru;Daniel-Alexandru;1;9418;-;-
Daniel-Amro;Daniel-Amro;1;9418;-;-
Daniel-André;Daniel-André;2;6465;-;-
Daniel-Andreas;Daniel-Andreas;4;4360;-;-
Daniel-Andrija;Daniel-Andrija;1;9418;-;-
Daniel-Benedikt;Daniel-Benedikt;1;9418;-;-
Daniel-Benjamin;Daniel-Benjamin;1;9418;-;-
Daniel-Carl;Daniel-Carl;1;9418;-;-
Daniel-Christian;Daniel-Christian;3;5161;1;1791
Daniel-Christop;Daniel-Christop;1;9418;-;-
Daniel-Christoph;Daniel-Christoph;1;9418;-;-
Daniel-Christopher;Daniel-Christopher;1;9418;-;-
Daniel-Claudiu;Daniel-Claudiu;2;6465;-;-
Daniel-Clemens;Daniel-Clemens;1;9418;-;-
Daniel-Constantin;Daniel-Constantin;1;9418;-;-
Daniel-Cristian;Daniel-Cristian;1;9418;-;-
Daniel-David;Daniel-David;2;6465;-;-
Daniel-Dejan;Daniel-Dejan;1;9418;-;-
Daniele;Daniel;54;944;0;0
Daniel-Elias;Daniel-Elias;1;9418;-;-
Daniel-Elisei;Daniel-Elisei;1;9418;-;-
Daniel-Emanuel;Daniel-Emanuel;2;6465;-;-
Daniel-Engelbert;Daniel-Engelbert;1;9418;-;-
Daniel-Erik;Daniel-Erik;1;9418;-;-
Daniel-Fabrizio;Daniel-Fabrizio;1;9418;-;-
Daniel-Fernando;Daniel-Fernando;1;9418;-;-
Daniel-Freddie;Daniel-Freddie;1;9418;-;-
Daniel-Frederic;Daniel-Frederic;1;9418;-;-
Daniel-Friedrich;Daniel-Frederic;1;9418;-;-
Daniel-Gabriel;Daniel-Gabriel;1;9418;-;-
Daniel-Gerhard;Daniel-Gerhard;1;9418;-;-
Daniel-Gjok;Daniel-Gjok;1;9418;-;-
Daniel-Hannes;Daniel-Hannes;1;9418;-;-
Daniel-Herbert;Daniel-Herbert;1;9418;-;-
Daniel-Hubert;Daniel-Hubert;1;9418;-;-
Daniel-Immanuel;Daniel-Immanuel;1;9418;-;-
Daniel-Ionut;Daniel-Ionut;1;9418;-;-
Daniel-Jan;Daniel-Jan;1;9418;-;-
Daniel-Jason;Daniel-Jason;1;9418;-;-
Daniel-Joel;Daniel-Joel;1;9418;-;-
Daniel-Johann;Daniel-Johann;1;9418;-;-
Daniel-Jonathan;Daniel-Jonathan;1;9418;-;-
Daniel-Josef;Daniel-Josef;1;9418;-;-
Daniel-Kerim;Daniel-Kerim;1;9418;-;-
Daniel-Leo;Daniel-Leo;1;9418;-;-
Daniel-Lothar;Daniel-Lothar;1;9418;-;-
Daniel-Luca;Daniel-Luca;1;9418;-;-
Daniel-Luis;Daniel-Luis;2;6465;-;-
Daniel-Lukas;Daniel-Lukas;4;4360;-;-
Daniel-Marcel;Daniel-Marcel;1;9418;-;-
Daniel-Marco;Daniel-Marco;1;9418;-;-
Daniel-Mario;Daniel-Mario;1;9418;-;-
Daniel-Markus;Daniel-Markus;2;6465;-;-
Daniel-Martin;Daniel-Martin;1;9418;-;-
Daniel-Matteo;Daniel-Matteo;1;9418;-;-
Daniel-Matthäus;Daniel-Matthäus;1;9418;-;-
Daniel-Matthias;Daniel-Matthias;2;6465;-;-
Daniel-Maurice;Daniel-Maurice;1;9418;-;-
Daniel-Maximilian;Daniel-Maximilian;1;9418;-;-
Daniel-Moreau;Daniel-Moreau;1;9418;-;-
Daniel-Nico;Daniel-Nico;1;9418;-;-
Danielo;Danielo;1;9418;1;1791
Daniel-Patrick;Daniel-Patrick;1;9418;-;-
Daniel-Paul;Daniel-Paul;1;9418;-;-
Daniel-Peter;Daniel-Peter;3;5161;-;-
Daniel-Puiu;Daniel-Puiu;1;9418;-;-
Daniel-Ray;Daniel-Ray;1;9418;-;-
Daniel-René;Daniel-René;1;9418;-;-
Daniel-Richard;Daniel-Richard;1;9418;-;-
Daniels;Daniels;1;9418;-;-
Daniel-Samir;Daniel-Samir;1;9418;-;-
Daniel-Sebastian;Daniel-Sebastian;1;9418;-;-
Daniel-Silvio;Daniel-Silvio;1;9418;-;-
Daniel-Simon;Daniel-Simon;1;9418;-;-
Daniel-Stefan;Daniel-Stefan;1;9418;-;-
Daniel-Stephan;Daniel-Stephan;1;9418;-;-
Daniel-Thomas;Daniel-Thomas;3;5161;-;-
Daniel-Vajko;Daniel-Vajko;1;9418;-;-
Daniel-Vasile;Daniel-Vasile;1;9418;-;-
Daniel-Verdin;Daniel-Verdin;1;9418;-;-
Daniel-Vrej;Daniel-Vrej;1;9418;-;-
Daniel-Wolfgang;Daniel-Wolfgang;1;9418;-;-
Danien;Danien;1;9418;-;-
Daniil;Daniel;24;1513;2;1237
Danijaal;Daniel;1;9418;-;-
Danijal;Daniel;17;1846;2;1237
Danijel;Daniel;189;438;6;637
Daniksh;Daniksh;1;9418;-;-
Danil;Daniel;8;2934;1;1791
Danila;Daniel;6;3462;-;-
Danillo;Daniel;4;4360;-;-
Danilo;Daniel;193;433;13;371
Danilo-Noel;Danilo-Noel;1;9418;-;-
Danin;Danin;18;1785;2;1237
Danino;Danino;3;5161;-;-
Danio;Danio;2;6465;1;1791
Danis;Danis;65;835;4;808
Danish;Danish;6;3462;-;-
Daniyal;Daniel;12;2317;1;1791
Daniyel;Daniel;2;6465;-;-
Daniz;Daniz;1;9418;-;-
Danjel;Daniel;2;6465;-;-
Danjéll;Danjéll;1;9418;-;-
Danko;Danko;4;4360;-;-
Dankred;Dankred;1;9418;-;-
Dan-Lucian;Dan-Lucian;1;9418;-;-
Danma;Danma;1;9418;-;-
Dann;Dann;1;9418;-;-
Danni;Danny;2;6465;-;-
Dannie;Danny;1;9418;-;-
Danny;Danny;163;482;5;711
Danny-Andreas;Danny-Andreas;1;9418;-;-
Danny-Kyle;Danny-Kyle;1;9418;-;-
Danny-Lee;Danny-Lee;1;9418;-;-
Danny-Ray;Danny-Ray;1;9418;-;-
Dano;Dano;2;6465;-;-
Dan-Philip;Dan-Philip;1;9418;-;-
Dante;Dante;18;1785;3;954
Dantes;Dantes;1;9418;-;-
Danu;Danu;1;9418;-;-
Danú;Danu;1;9418;-;-
Dánut;Dánut;1;9418;-;-
Danveer;Danveer;1;9418;1;1791
Dany;Danny;10;2599;-;-
Danyal;Daniel;16;1931;2;1237
Danyal-Mehmet;Danyal-Mehmet;1;9418;-;-
Danyar;Danyar;1;9418;-;-
Danyel;Daniel;3;5161;1;1791
Danyel-André;Danyel-André;1;9418;-;-
Danyl;Daniel;1;9418;-;-
Danylo;Danylo;1;9418;-;-
Daors;Daors;1;9418;-;-
Daoud;Daoud;4;4360;1;1791
Daouda;Daouda;2;6465;-;-
Dara;Dara;5;3825;2;1237
Daran;Daran;1;9418;-;-
Darco;Darco;1;9418;-;-
Darcy;Darcy;1;9418;-;-
Dard;Dard;2;6465;-;-
Dardan;Dardan;36;1200;-;-
Dardi;Dardi;1;9418;-;-
Dareios;Dareios;1;9418;-;-
Darek;Darek;2;6465;-;-
Darek-René;Darek-René;1;9418;-;-
Darell;Darell;2;6465;-;-
Daren;Daren;4;4360;-;-
Dari;Dari;1;9418;-;-
Daria;Daria;1;9418;-;-
Darian;Darian;174;458;16;317
Darian-Dumitru;Darian-Dumitru;1;9418;-;-
Darian-George;Darian-George;1;9418;1;1791
Darian-Karan;Darian-Karan;1;9418;1;1791
Darie;Darie;1;9418;-;-
Dariel;Dariel;1;9418;-;-
Darien;Darien;4;4360;-;-
Darién;Darien;1;9418;-;-
Darij;Darij;1;9418;-;-
Darijan;Darijan;22;1591;5;711
Darijo;Dario;22;1591;1;1791
Darik;Darik;2;6465;-;-
Darin;Darin;11;2451;-;-
Dario;Dario;644;203;35;178
Darío;Dario;1;9418;-;-
Dário;Dario;1;9418;1;1791
Dario-Benjamin;Dario-Benjamin;1;9418;-;-
Dario-Bogdan;Dario-Bogdan;1;9418;-;-
Dario-Christoph;Dario-Christoph;1;9418;-;-
Dario-Juna;Dario-Juna;1;9418;-;-
Dario-Leon;Dario-Leon;1;9418;-;-
Dario-Lukas;Dario-Lukas;1;9418;-;-
Dario-Mateo;Dario-Mateo;1;9418;-;-
Dario-Mathias;Dario-Mathias;1;9418;1;1791
Darion;Darion;2;6465;1;1791
Dario-Nicola;Dario-Nicola;1;9418;-;-
Dario-Rafael;Dario-Rafael;1;9418;-;-
Dario-Raphael;Dario-Raphael;1;9418;-;-
Dario-Valentin;Dario-Valentin;1;9418;-;-
Daris;Daris;334;319;51;129
Daris-Issa;Daris-Issa;1;9418;-;-
Darith;Darith;1;9418;-;-
Darius;Dario;261;377;20;276
Dárius;Dario;1;9418;-;-
Darius-Adrian;Darius-Adrian;3;5161;1;1791
Darius-Alexandru;Darius-Alexandru;1;9418;1;1791
Darius-Alyn;Darius-Alyn;1;9418;-;-
Darius-Andreas;Darius-Andreas;1;9418;1;1791
Darius-Andrei;Darius-Andrei;1;9418;-;-
Darius-Asael;Darius-Asael;1;9418;-;-
Darius-Aurel;Darius-Aurel;1;9418;-;-
Darius-Casian-Gabriel;Darius-Casian-Gabriel;1;9418;-;-
Dariusch;Dario;1;9418;-;-
Darius-Christian;Darius-Christian;1;9418;-;-
Darius-Cristian;Darius-Cristian;1;9418;-;-
Darius-Fabian;Darius-Fabian;2;6465;-;-
Darius-Florian;Darius-Florian;1;9418;1;1791
Darius-Gabriel;Darius-Gabriel;2;6465;-;-
Darius-Gheorghiță;Darius-Gheorghiță;1;9418;-;-
Dariush;Dario;15;2017;-;-
Darius-Ionut;Darius-Ionut;1;9418;-;-
Darius-Iulian;Darius-Iulian;1;9418;-;-
Darius-Leonard-Denis;Darius-Leonard-Denis;1;9418;1;1791
Darius-Lucian;Darius-Lucian;1;9418;-;-
Darius-Marcus;Darius-Marcus;1;9418;-;-
Darius-Marius;Darius-Marius;1;9418;-;-
Darius-Mihai;Darius-Mihai;1;9418;-;-
Darius-Răzvan;Darius-Răzvan;1;9418;-;-
Darius-Sebastian;Darius-Sebastian;1;9418;-;-
Darius-Vasile;Darius-Vasile;1;9418;-;-
Dariusz;Dariusz;5;3825;-;-
Dáriusz;Dariusz;1;9418;-;-
Dariyan;Dariyan;4;4360;1;1791
Darjan;Darjan;10;2599;1;1791
Darjan-Nedeljko;Darjan-Nedeljko;1;9418;-;-
Darjio;Darjio;1;9418;-;-
Darko;Darko;109;606;1;1791
Darling;Darling;1;9418;-;-
Darlington;Darlington;2;6465;-;-
Darlyn;Darlyn;1;9418;-;-
Darmin;Darmin;3;5161;-;-
Darmino;Darmino;1;9418;-;-
Daro;Daro;3;5161;-;-
Daron;Daron;4;4360;-;-
Darrel;Darrel;3;5161;-;-
Darrell;Darrell;4;4360;-;-
Darrelle;Darrelle;1;9418;-;-
Darren;Darren;11;2451;-;-
Darrin;Darrin;2;6465;-;-
Darron;Darron;1;9418;-;-
Darryl;Darryl;3;5161;-;-
Darsan;Darsan;1;9418;-;-
Darude;Darude;1;9418;-;-
Darui;Darui;1;9418;-;-
Darvi;Darvi;1;9418;-;-
Darvin;Darwin;9;2736;-;-
Darwin;Darwin;48;1018;2;1237
Darwin-Carl;Darwin-Carl;1;9418;-;-
Daryan;Daryan;10;2599;-;-
Daryan-Ayan;Daryan-Ayan;1;9418;-;-
Daryl;Daryl;5;3825;-;-
Darylle;Darylle;1;9418;-;-
Daryo;Daryo;2;6465;-;-
Daryoush;Daryoush;1;9418;-;-
Daryus;Daryus;1;9418;-;-
Dashmir;Dashmir;3;5161;-;-
Dashurim;Dashurim;1;9418;-;-
Daško;Daško;1;9418;-;-
Dastan;Dastan;17;1846;3;954
Dastid;Dastid;1;9418;-;-
Dastin;Dastin;7;3148;-;-
Dasztin;Dasztin;1;9418;-;-
Datam;Datam;1;9418;-;-
Datchi;Datchi;1;9418;-;-
Datis;Datis;2;6465;-;-
Daud;Daud;20;1690;1;1791
Daulin;Daulin;1;9418;-;-
Daut;Daut;10;2599;-;-
Dave;Dave;48;1018;3;954
Dave-Allen;Dave-Allen;1;9418;-;-
Daven;Daven;2;6465;-;-
Daveon;Daveon;1;9418;-;-
Davi;Davi;7;3148;-;-
Davian;Davian;4;4360;-;-
David;David;27172;8;809;2
Dávid;David;55;934;13;371
Dàvid;David;1;9418;-;-
David-Aamanu;David-Aamanu;1;9418;1;1791
David-Aaron;David-Aaron;1;9418;-;-
David-Adrian;David-Adrian;2;6465;1;1791
David-Adrijan;David-Adrijan;1;9418;-;-
David-Alessandro;David-Alessandro;1;9418;-;-
David-Alexander;David-Alexander;7;3148;-;-
David-Alexandru;David-Alexandru;6;3462;2;1237
David-Alexey;David-Alexey;1;9418;-;-
David-Alin;David-Alin;1;9418;-;-
David-Alois;David-Alois;1;9418;-;-
Dávid-Amadeus;Dávid-Amadeus;1;9418;-;-
David-Amara;David-Amara;1;9418;-;-
David-Amos;David-Amos;1;9418;1;1791
David-Andre;David-Andre;1;9418;-;-
David-Andreas;David-Andreas;1;9418;-;-
David-Andrei;David-Andrei;14;2112;1;1791
David-Angelo;David-Angelo;2;6465;-;-
David-Ayan;David-Ayan;1;9418;-;-
David-Bastian;David-Bastian;1;9418;-;-
David-Benedikt;David-Benedikt;1;9418;-;-
David-Benjamin;David-Benjamin;1;9418;-;-
David-Bernd;David-Bernd;1;9418;-;-
David-Bryan;David-Bryan;1;9418;-;-
David-Chai;David-Chai;1;9418;-;-
David-Christian;David-Christian;3;5161;1;1791
David-Christopher;David-Christopher;2;6465;-;-
David-Ciprian;David-Ciprian;2;6465;-;-
David-Constantin;David-Constantin;1;9418;-;-
David-Costinel;David-Costinel;1;9418;-;-
David-Cristian;David-Cristian;1;9418;-;-
David-Damian;David-Damian;1;9418;-;-
David-Daniel;David-Daniel;3;5161;-;-
David-Dănut;David-Dănut;1;9418;-;-
David-Darius;David-Darius;1;9418;-;-
David-Dietmar;David-Dietmar;1;9418;-;-
David-Domenik;David-Domenik;1;9418;-;-
David-Dorian;David-Dorian;1;9418;-;-
Davide;David;43;1082;1;1791
David-Eduard;David-Eduard;2;6465;1;1791
Davidee;Davidee;1;9418;-;-
David-Elián;David-Elián;1;9418;-;-
David-Elias;David-Elias;4;4360;-;-
David-Eliyahu;David-Eliyahu;1;9418;-;-
David-Emanuel;David-Emanuel;6;3462;1;1791
David-Emilian;David-Emilian;1;9418;1;1791
Davide-Sebastian;Davide-Sebastian;1;9418;-;-
David-Eusebiu;David-Eusebiu;1;9418;-;-
David-Fabian;David-Fabian;4;4360;1;1791
David-Finley;David-Finley;1;9418;-;-
David-Florian;David-Florian;1;9418;-;-
David-Florin;David-Florin;1;9418;-;-
David-Gabriel;David-Gabriel;10;2599;1;1791
David-Gheorghe;David-Gheorghe;1;9418;1;1791
David-Hannes;David-Hannes;1;9418;-;-
David-Hari;David-Hari;1;9418;1;1791
David-Herbert;David-Herbert;2;6465;-;-
David-Hermann;David-Hermann;1;9418;-;-
David-Ilie;David-Ilie;1;9418;1;1791
David-Ioan;David-Ioan;1;9418;-;-
David-Íoan-Fabian;David-Íoan-Fabian;1;9418;-;-
David-Ion;David-Ion;1;9418;-;-
David-Ionut;David-Ionut;4;4360;1;1791
David-Jamal;David-Jamal;1;9418;-;-
David-Jeffrey;David-Jeffrey;1;9418;-;-
David-Joel;David-Joel;4;4360;1;1791
David-Johannes;David-Johannes;3;5161;-;-
David-Jonathan;David-Jonathan;1;9418;-;-
David-Josef;David-Josef;1;9418;-;-
David-Josip;David-Josip;1;9418;-;-
David-Josua;David-Josua;1;9418;-;-
David-Julian;David-Julian;2;6465;-;-
David-Karim;David-Karim;2;6465;-;-
David-Kevin;David-Kevin;1;9418;-;-
David-Klemens;David-Klemens;1;9418;-;-
David-Laur;David-Laur;1;9418;-;-
David-Lawrence;David-Lawrence;1;9418;-;-
David-Leon;David-Leon;2;6465;-;-
David-León;David-Leon;1;9418;-;-
David-Leonard;David-Leonard;1;9418;-;-
David-Levin;David-Levin;1;9418;-;-
David-Luca;David-Luca;6;3462;-;-
David-Lucas;David-Lucas;2;6465;1;1791
David-Luis;David-Luis;3;5161;-;-
David-Lukas;David-Lukas;2;6465;-;-
David-Manuel;David-Manuel;2;6465;-;-
David-Marian;David-Marian;1;9418;-;-
David-Marius;David-Marius;2;6465;-;-
David-Markus;David-Markus;1;9418;-;-
David-Martin;David-Martin;1;9418;-;-
David-Matei;David-Matei;2;6465;2;1237
David-Mateo;David-Mateo;1;9418;-;-
David-Matteo;David-Matteo;1;9418;-;-
David-Matthias;David-Matthias;1;9418;-;-
David-Mattyas;David-Mattyas;1;9418;-;-
David-Maximilian;David-Maximilian;3;5161;-;-
