Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Albertine;Albertine;1;10439;-;-
Albesa;Albesa;8;3378;-;-
Albetrina;Albetrina;1;10439;-;-
Albiana;Albiana;3;5829;-;-
Albijana;Albijana;3;5829;-;-
Albijona;Albijona;4;4969;-;-
Albika;Albika;1;10439;-;-
Albina;Albina;51;1141;2;1339
Albine;Albine;3;5829;-;-
Albinita;Albinita;1;10439;-;-
Albiona;Albiona;27;1676;1;1923
Albnora;Albnora;1;10439;-;-
Albona;Albona;1;10439;-;-
Albrina;Albrina;2;7246;-;-
Albulena;Albulena;16;2267;-;-
Alçin;Alçin;2;7246;-;-
Alda;Alda;4;4969;1;1923
Aldara;Aldara;1;10439;-;-
Aldiana;Aldiana;3;5829;-;-
Aldijana;Aldijana;15;2352;-;-
Aldina;Aldina;47;1204;2;1339
Aldine;Aldine;2;7246;-;-
Aldona;Aldona;1;10439;-;-
Aldrina;Aldrina;1;10439;-;-
Alea;Alea;196;507;28;207
Alea-Catarina;Alea-Catarina;1;10439;-;-
Aleah;Alea;4;4969;1;1923
Alea-Mira;Alea-Mira;1;10439;-;-
Aleana;Aleana;1;10439;-;-
Aleandra;Aleandra;1;10439;-;-
Alea-Shanina;Alea-Shanina;1;10439;-;-
Alea-Sophie;Alea-Sophie;1;10439;-;-
Alecia;Alice;4;4969;1;1923
Alecsandra;Alexandra;2;7246;-;-
Aleda;Aleda;2;7246;-;-
Aleda-Ada;Aleda-Ada;1;10439;-;-
Aleecandra;Alexandra;1;10439;-;-
Aleen;Aleen;6;3964;2;1339
Aleena;Aleena;12;2676;-;-
Aleesa;Aleesa;1;10439;1;1923
Aleesha;Aleesha;2;7246;1;1923
Aleeya;Aleeya;1;10439;-;-
Aleeza;Aleeza;5;4385;1;1923
Aleezah;Aleezah;1;10439;-;-
Alegra;Alegra;12;2676;1;1923
Alegra-Sophie;Alegra-Sophie;1;10439;-;-
Alegria;Alegria;3;5829;-;-
Alehandra-Suzana;Alehandra-Suzana;1;10439;-;-
Aleida;Alida;4;4969;-;-
Aleina;Aleina;6;3964;-;-
Aleisha;Aleisha;1;10439;-;-
Aleja;Aleja;7;3644;1;1923
Alejandra;Alexandra;6;3964;2;1339
Alejna;Alejna;53;1116;10;483
Aleksa;Alexa;9;3164;-;-
Aleksandra;Alexandra;318;380;15;351
Aleksandra-Emilia;Aleksandra-Emilia;1;10439;-;-
Aleksandra-Rahel;Aleksandra-Rahel;1;10439;1;1923
Aleksandra-Sanja;Aleksandra-Sanja;1;10439;-;-
Aleksandra-Selina;Aleksandra-Selina;1;10439;-;-
Aleksandria;Alexandra;1;10439;-;-
Aleksandrija;Aleksandrija;1;10439;-;-
Alekseja;Alekseja;1;10439;1;1923
Aleksia;Aleksia;14;2464;1;1923
Aleksie;Aleksie;1;10439;-;-
Aleksija;Alessia;34;1469;5;755
Aleksis;Aleksis;1;10439;-;-
Aleli;Aleli;1;10439;-;-
Alem;Alem;1;10439;-;-
Alema;Alema;5;4385;1;1923
Alemina;Alemina;1;10439;-;-
Alemsa;Alemsa;1;10439;-;-
Alen;Alen;1;10439;-;-
Alena;Alena;748;234;17;314
Aléna;Alena;1;10439;-;-
Alena-Christin;Alena-Christin;1;10439;-;-
Alena-Laura;Alena-Laura;1;10439;-;-
Alena-Lisa;Alena-Lisa;1;10439;-;-
Alena-Maria;Alena-Maria;2;7246;-;-
Alena-Marie;Alena-Marie;2;7246;-;-
Alena-Sophia;Alena-Sophia;2;7246;-;-
Alena-Sophie;Alena-Sophie;1;10439;-;-
Alena-Soraya;Alena-Soraya;1;10439;-;-
Alenda;Alenda;2;7246;-;-
Alene;Aline;2;7246;-;-
Alenia;Alenia;3;5829;2;1339
Alenia-Marie;Alenia-Marie;1;10439;-;-
Alenka;Alenka;7;3644;1;1923
Alerta;Alerta;1;10439;-;-
Alesa;Alesa;1;10439;-;-
Alesana;Alesana;1;10439;-;-
Alesandra;Alexandra;1;10439;-;-
Alesha;Alice;2;7246;-;-
Aleshba;Aleshba;1;10439;-;-
Alesia;Alice;41;1310;5;755
Alesia-Deiana;Alesia-Deiana;1;10439;-;-
Alesia-Maria;Alesia-Maria;1;10439;-;-
Alesia-Nicole;Alesia-Nicole;1;10439;-;-
Alesia-Salomea;Alesia-Salomea;1;10439;1;1923
Alesia-Sofia;Alesia-Sofia;1;10439;1;1923
Alesija;Alesija;2;7246;-;-
Alesja;Alessia;2;7246;-;-
Alessa;Alexa;165;563;9;520
Alessa-Chiara;Alessa-Chiara;1;10439;-;-
Alessa-Kimberly;Alessa-Kimberly;1;10439;-;-
Alessa-Louisa;Alessa-Louisa;1;10439;-;-
Alessa-Mae;Alessa-Mae;1;10439;-;-
Alessandra;Alexandra;148;605;2;1339
Alessandra-Sabrina;Alessandra-Sabrina;1;10439;-;-
Alessia;Alessia;479;298;63;112
Alessia-Ana;Alessia-Ana;1;10439;-;-
Alessia-Andrea;Alessia-Andrea;1;10439;-;-
Alessia-Bianca;Alessia-Bianca;1;10439;-;-
Alessia-Cristiana;Alessia-Cristiana;1;10439;-;-
Alessia-Elisabeth;Alessia-Elisabeth;1;10439;-;-
Alessia-Ellen;Alessia-Ellen;1;10439;-;-
Alessia-Eunis;Alessia-Eunis;1;10439;-;-
Alessia-Gabriela;Alessia-Gabriela;2;7246;1;1923
Alessia-Hadassa;Alessia-Hadassa;1;10439;-;-
Alessia-Ioana;Alessia-Ioana;1;10439;-;-
Alessia-Ioana-Gabriela;Alessia-Ioana-Gabriela;1;10439;-;-
Alessia-Joana;Alessia-Joana;1;10439;-;-
Alessia-Lya;Alessia-Lya;1;10439;-;-
Alessia-Maria;Alessia-Maria;9;3164;2;1339
Alessia-Mihaela;Alessia-Mihaela;1;10439;-;-
Alessia-Natalia;Alessia-Natalia;1;10439;-;-
Alessia-Noemi;Alessia-Noemi;1;10439;-;-
Alessia-Nour;Alessia-Nour;1;10439;-;-
Alessia-Riana;Alessia-Riana;1;10439;-;-
Alessia-Sidonie;Alessia-Sidonie;1;10439;-;-
Alessia-Sophia;Alessia-Sophia;1;10439;1;1923
Alessia-Sophie;Alessia-Sophie;1;10439;-;-
Alessia-Stefania;Alessia-Stefania;1;10439;-;-
Alessia-Valerie;Alessia-Valerie;1;10439;-;-
Alessija;Alessija;2;7246;-;-
Alessya;Alice;4;4969;-;-
Alessya-Claudia;Alessya-Claudia;1;10439;-;-
Alessya-Sophia;Alessya-Sophia;1;10439;-;-
Alesya;Alice;4;4969;1;1923
Aleta;Aleta;2;7246;-;-
Alethea;Alethea;2;7246;1;1923
Alette;Alette;1;10439;-;-
Alev;Alev;16;2267;-;-
Alev-Ayca;Alev-Ayca;1;10439;-;-
Alev-Cennet;Alev-Cennet;1;10439;-;-
Alex;Alex;7;3644;-;-
Alexa;Alexa;328;375;7;599
Alexa-Felicita;Alexa-Felicita;1;10439;-;-
Alexa-Isabelle;Alexa-Isabelle;1;10439;-;-
Alexa-Louise;Alexa-Louise;1;10439;-;-
Alexa-Marie;Alexa-Marie;1;10439;-;-
Alexa-Michelle;Alexa-Michelle;1;10439;-;-
Alexandra;Alexandra;7691;47;77;92
Alexandra-Andrea;Alexandra-Andrea;1;10439;-;-
Alexandra-Angelique;Alexandra-Angelique;1;10439;-;-
Alexandra-Bettina;Alexandra-Bettina;1;10439;-;-
Alexandra-Brigitte;Alexandra-Brigitte;1;10439;-;-
Alexandra-Diana;Alexandra-Diana;1;10439;-;-
Alexandra-Dorina;Alexandra-Dorina;1;10439;-;-
Alexandra-Elena;Alexandra-Elena;1;10439;-;-
Alexandra-Elisabeth;Alexandra-Elisabeth;1;10439;-;-
Alexandra-Evelyn;Alexandra-Evelyn;1;10439;-;-
Alexandra-Ioana;Alexandra-Ioana;2;7246;1;1923
Alexandra-Irina;Alexandra-Irina;1;10439;-;-
Alexandra-Isabella;Alexandra-Isabella;1;10439;-;-
Alexandra-Julia;Alexandra-Julia;1;10439;-;-
Alexandra-Larisa;Alexandra-Larisa;1;10439;1;1923
Alexandra-Larissa;Alexandra-Larissa;1;10439;-;-
Alexandra-Leonie;Alexandra-Leonie;1;10439;1;1923
Alexandra-Lisa;Alexandra-Lisa;1;10439;-;-
Alexandra-Lucia;Alexandra-Lucia;1;10439;-;-
Alexandra-Maria;Alexandra-Maria;9;3164;-;-
Alexandra-Marie;Alexandra-Marie;1;10439;-;-
Alexandra-Mihaela;Alexandra-Mihaela;1;10439;-;-
Alexandra-Natalia;Alexandra-Natalia;1;10439;-;-
Alexandra-Oana;Alexandra-Oana;1;10439;-;-
Alexandra-Pia;Alexandra-Pia;1;10439;-;-
Alexandra-Renamia;Alexandra-Renamia;1;10439;-;-
Alexandra-Rut;Alexandra-Rut;1;10439;1;1923
Alexandra-Sarah;Alexandra-Sarah;2;7246;-;-
Alexandra-Selina;Alexandra-Selina;1;10439;-;-
Alexandra-Sofia;Alexandra-Sofia;2;7246;-;-
Alexandra-Sophie;Alexandra-Sophie;1;10439;-;-
Alexandra-Stefanie;Alexandra-Stefanie;1;10439;-;-
Alexandra-Stephanie;Alexandra-Stephanie;2;7246;-;-
Alexandra-Sylvia;Alexandra-Sylvia;1;10439;-;-
Alexandra-Tea;Alexandra-Tea;1;10439;-;-
Alexandra-Valentina;Alexandra-Valentina;1;10439;1;1923
Alexandra-Veronika;Alexandra-Veronika;1;10439;-;-
Alexandra-Victoria;Alexandra-Victoria;2;7246;-;-
Alexandra-Viktoria;Alexandra-Viktoria;1;10439;-;-
Alexandra-Wilhelmina;Alexandra-Wilhelmina;1;10439;-;-
Alexandria;Alexandria;3;5829;-;-
Alexandrina;Alexandrina;1;10439;-;-
Alexa-Noerle;Alexa-Noerle;1;10439;-;-
Alexa-Sophie;Alexa-Sophie;2;7246;-;-
Alexa-Zoe;Alexa-Zoe;1;10439;-;-
Alexeja;Alexeja;1;10439;-;-
Alexenia;Alexenia;1;10439;-;-
Alexeya;Alexeya;1;10439;-;-
Alexia;Alessia;159;575;11;451
Alexia-Angelin;Alexia-Angelin;1;10439;-;-
Alexia-Elizabeth;Alexia-Elizabeth;1;10439;-;-
Alexia-Irina;Alexia-Irina;1;10439;-;-
Alexia-Maria;Alexia-Maria;3;5829;-;-
Alexia-May;Alexia-May;1;10439;-;-
Alexia-Sophia;Alexia-Sophia;1;10439;-;-
Alexia-Victoria;Alexia-Victoria;1;10439;-;-
Alexia-Yulieth;Alexia-Yulieth;1;10439;-;-
Alexie;Alessia;1;10439;-;-
Alexis;Alessia;44;1264;4;885
Alexis-Sophia;Alexis-Sophia;1;10439;1;1923
Alexsandra;Alexandra;8;3378;2;1339
Alexya-Evelyne;Alexya-Evelyne;1;10439;-;-
Aleya;Alea;7;3644;2;1339
Aleyah;Alea;1;10439;-;-
Aleydis;Aleydis;1;10439;-;-
Aleyha;Aleyha;1;10439;1;1923
Aleyna;Aleyna;457;307;26;226
Aleyna-Eda;Aleyna-Eda;1;10439;-;-
Aleyna-Lara;Aleyna-Lara;1;10439;-;-
Aleynanur;Aleynanur;1;10439;-;-
Aleyna-Nur;Aleyna-Nur;1;10439;-;-
Aleyna-Sara;Aleyna-Sara;1;10439;-;-
Aleysa;Aleysa;1;10439;-;-
Aleysa-Eslem;Aleysa-Eslem;1;10439;1;1923
Aleysha;Aleysha;1;10439;-;-
Aleysha-Behare;Aleysha-Behare;1;10439;1;1923
Alfa;Alfa;1;10439;-;-
Alfija;Alfija;1;10439;-;-
Alfiya;Alfiya;2;7246;1;1923
Alfreda;Alfreda;2;7246;-;-
Ali;Ali;2;7246;-;-
Alia;Alea;109;731;5;755
Aliaa;Alea;1;10439;-;-
Aliah;Alea;12;2676;-;-
Alian;Alian;1;10439;-;-
Aliana;Aliana;8;3378;2;1339
Alia-Nastassja;Alia-Nastassja;1;10439;-;-
Alia-Sophie;Alia-Sophie;1;10439;-;-
Alica;Alice;82;872;2;1339
Alice;Alice;1064;191;47;140
Alice-Aurora;Alice-Aurora;1;10439;-;-
Alice-Elena;Alice-Elena;1;10439;-;-
Alice-Isabell;Alice-Isabell;1;10439;-;-
Alice-Kathrin;Alice-Kathrin;2;7246;-;-
Alice-Marie;Alice-Marie;1;10439;1;1923
Alice-Melanie;Alice-Melanie;1;10439;-;-
Alice-Natalia;Alice-Natalia;1;10439;-;-
Alice-Sophie;Alice-Sophie;1;10439;-;-
Alice-Valerie;Alice-Valerie;1;10439;-;-
Alice-Viktoria;Alice-Viktoria;1;10439;-;-
Alice-Yvette;Alice-Yvette;1;10439;-;-
Alicia;Alice;403;336;25;239
Alícia;Alice;2;7246;-;-
Alicia-Beatrice;Alicia-Beatrice;1;10439;-;-
Alicia-Chiara;Alicia-Chiara;1;10439;-;-
Alicia-Christina;Alicia-Christina;1;10439;-;-
Alicia-Cristina;Alicia-Cristina;1;10439;-;-
Alicia-Katherina;Alice-Kathrin;1;10439;-;-
Alicia-Lara;Alicia-Lara;1;10439;-;-
Alicia-Laurène;Alicia-Laurène;1;10439;-;-
Alicia-Leonie;Alicia-Leonie;2;7246;-;-
Alicia-Mercedes;Alicia-Mercedes;1;10439;-;-
Alicia-Minnie;Alicia-Minnie;1;10439;-;-
Alicia-Sophie;Alicia-Sophie;1;10439;-;-
Aliciya;Alice;1;10439;-;-
Alicja;Alice;48;1189;10;483
Alida;Alida;39;1344;-;-
Alida-Nadine;Alida-Nadine;1;10439;-;-
Alien;Alien;1;10439;1;1923
Aliena;Aliena;9;3164;1;1923
Aliena-Marie;Aliena-Marie;1;10439;1;1923
Alien-Kristina;Alien-Kristina;1;10439;-;-
Alienor;Eleonora;1;10439;-;-
Aliénor;Eleonora;1;10439;-;-
Alies;Alice;2;7246;-;-
Aliette;Aliette;1;10439;-;-
Alif;Alif;1;10439;1;1923
Alifa;Alifa;1;10439;-;-
Alija;Alea;33;1498;5;755
Alijah;Alea;2;7246;-;-
Alijana;Alijana;3;5829;-;-
Alije;Alea;1;10439;-;-
Alijena;Alijena;1;10439;-;-
Alika;Alika;2;7246;-;-
Alika-Nikol;Alika-Nikol;1;10439;-;-
Alike;Alike;1;10439;-;-
Aliki;Aliki;7;3644;-;-
Aliki-Bianca;Aliki-Bianca;1;10439;-;-
Alima;Alima;21;1920;2;1339
Alimah;Alimah;1;10439;-;-
Alime;Alime;12;2676;-;-
Alimee;Alimee;1;10439;-;-
Alimée;Alimee;1;10439;-;-
Alin;Aline;51;1141;6;665
Alín;Aline;1;10439;-;-
Alina;Alina;6140;60;195;47
Alina-Angelina;Alina-Angelina;2;7246;1;1923
Alina-Anna;Alina-Anna;1;10439;-;-
Alina-Benita;Alina-Benita;1;10439;-;-
Alina-Cataleya;Alina-Cataleya;1;10439;-;-
Alina-Christina;Alina-Christina;1;10439;-;-
Alina-Christine;Alina-Christine;1;10439;-;-
Alina-Corina;Alina-Corina;1;10439;-;-
Alina-Elise;Alina-Elise;1;10439;-;-
Alina-Florentina;Alina-Florentina;1;10439;-;-
Alina-Franziska;Alina-Franziska;1;10439;-;-
Alinah;Alinah;1;10439;-;-
Alina-Ines;Alina-Ines;1;10439;-;-
Alina-Isabelle;Alina-Isabelle;1;10439;-;-
Alina-Janelle;Alina-Janelle;1;10439;-;-
Alina-Jessica;Alina-Jessica;1;10439;-;-
Alina-Joana;Alina-Joana;1;10439;-;-
Alina-Jolie;Alina-Jolie;1;10439;-;-
Alina-Julia;Alina-Julia;1;10439;-;-
Alina-Katharina;Alina-Katharina;1;10439;-;-
Alina-Kathrin;Alina-Kathrin;1;10439;-;-
Alina-Kimberly;Alina-Kimberly;1;10439;-;-
Alina-Lanea;Alina-Lanea;1;10439;1;1923
Alina-Lara;Alina-Lara;1;10439;-;-
Alina-Larisa;Alina-Larisa;1;10439;-;-
Alina-Larissa;Alina-Larissa;1;10439;-;-
Alina-Laura;Alina-Laura;1;10439;-;-
Alina-Leonie;Alina-Leonie;1;10439;-;-
Alina-Lisa;Alina-Lisa;1;10439;-;-
Alina-Lorena;Alina-Lorena;1;10439;-;-
Alina-Lucia;Alina-Lucia;1;10439;-;-
Alina-Madelaine;Alina-Madelaine;1;10439;-;-
Alina-Magdalena;Alina-Magdalena;2;7246;-;-
Alina-Maria;Alina-Maria;14;2464;-;-
Alina-Marie;Alina-Maria;12;2676;-;-
Alina-Melek;Alina-Melek;1;10439;-;-
Alina-Michaela;Alina-Michaela;1;10439;-;-
Alina-Michelle;Alina-Michelle;2;7246;-;-
Alina-Milou;Alina-Milou;1;10439;-;-
Alina-Monique;Alina-Monique;1;10439;-;-
Alina-Nicole;Alina-Nicole;1;10439;-;-
Alina-Nilmini;Alina-Nilmini;1;10439;-;-
Alinaq;Alinaq;1;10439;-;-
Alina-Raphaela;Alina-Raphaela;1;10439;-;-
Alina-Rosa;Alina-Rosa;1;10439;-;-
Alina-Sabrina;Alina-Sabrina;1;10439;-;-
Alina-Samira;Alina-Samira;1;10439;-;-
Alina-Scarlet;Alina-Scarlet;1;10439;-;-
Alina-Sofia;Alina-Sofia;1;10439;-;-
Alina-Sofie;Alina-Sofie;2;7246;-;-
Alina-Sophia;Alina-Sophia;3;5829;1;1923
Alina-Sophie;Alina-Sophie;17;2184;2;1339
Alina-Sora;Alina-Sora;1;10439;-;-
Alina-Susanne;Alina-Susanne;1;10439;-;-
Alina-Tabea;Alina-Tabea;1;10439;-;-
Alina-Theresa;Alina-Theresa;2;7246;-;-
Alinda;Alinda;6;3964;1;1923
Alinde;Alinde;1;10439;-;-
Aline;Aline;271;418;3;1029
Aline-Christin;Aline-Christin;1;10439;-;-
Aline-Marie;Aline-Marie;1;10439;-;-
Aline-Sophie;Aline-Sophie;1;10439;-;-
Alin-Fabienne;Alin-Fabienne;1;10439;-;-
Aling;Aling;1;10439;-;-
Alinka;Alinka;1;10439;-;-
Alin-Marie;Alin-Marie;1;10439;1;1923
Aliona;Aliona;1;10439;-;-
Aliona-Roberta;Aliona-Roberta;1;10439;-;-
Alira;Alira;1;10439;-;-
Alis;Alice;8;3378;-;-
Alisa;Alice;667;254;30;197
Alişa;Alice;1;10439;-;-
Alisah;Alizah;4;4969;-;-
Ališah;Alizah;1;10439;-;-
Alisah-Martha;Alisah-Martha;1;10439;-;-
Alisa-Mari;Alisa-Mari;1;10439;-;-
Alisa-Maria;Alisa-Maria;2;7246;-;-
Alisa-Marie;Alisa-Marie;1;10439;-;-
Alisar;Alisar;6;3964;-;-
Alisa-Sophie;Alisa-Sophie;1;10439;-;-
Alisa-Teresa;Alisa-Teresa;1;10439;-;-
Alischa;Alice;7;3644;-;-
Alischba;Alischba;1;10439;-;-
Alise;Alice;6;3964;-;-
Alisea;Alice;2;7246;-;-
Alisha;Alice;185;521;5;755
Alisha-Kayren;Alisha-Kayren;1;10439;-;-
Alisha-Zoe;Alisha-Zoe;2;7246;-;-
Alishba;Alishba;4;4969;2;1339
Alishia;Alice;2;7246;-;-
Alisia;Alice;44;1264;4;885
Alisia-Carolina;Alisia-Carolina;1;10439;-;-
Alisia-Rita;Alisia-Rita;1;10439;-;-
Alisija;Alice;4;4969;-;-
Alisiya;Alisiya;1;10439;-;-
Alisja;Alice;1;10439;-;-
Alis-Olivia;Alis-Olivia;1;10439;-;-
Alison;Alison;19;2046;4;885
Alison-Grace;Alison-Grace;1;10439;-;-
Alisra;Alisra;1;10439;-;-
Aliss;Aliss;4;4969;1;1923
Alissa;Alice;566;277;19;284
Alissa-Anna;Alissa-Anna;1;10439;1;1923
Alissabath;Alissabath;1;10439;-;-
Alissa-Emely;Alissa-Emely;1;10439;1;1923
Alissa-Maria;Alissa-Maria;1;10439;-;-
Alissa-Marie;Alissa-Marie;2;7246;-;-
Alissar;Alissar;2;7246;-;-
Alissa-Ruth;Alissa-Ruth;1;10439;-;-
Alissa-Saphira;Alissa-Saphira;1;10439;-;-
Alissa-Sinah;Alissa-Sinah;1;10439;-;-
Alissa-Sophie;Alissa-Sophie;1;10439;-;-
Alissia;Alice;59;1045;2;1339
Alissia-Lara;Alissia-Lara;1;10439;-;-
Alissya;Alissya;1;10439;-;-
Alisya;Alice;4;4969;-;-
Alithea;Alithea;2;7246;1;1923
Alivia;Alivia;1;10439;-;-
Alix;Alice;13;2568;-;-
Aliya;Alea;119;696;19;284
Aliyâ;Alea;1;10439;-;-
Aliyah;Alea;109;731;19;284
Aliyah-Elin;Aliyah-Elin;1;10439;-;-
Aliyah-Hasret;Aliyah-Hasret;1;10439;-;-
Aliyah-Heaven;Aliyah-Heaven;1;10439;-;-
Aliyah-Loreen;Aliyah-Loreen;1;10439;-;-
Aliyah-Loren;Aliyah-Loren;1;10439;-;-
Aliyah-Maria;Aliyah-Maria;1;10439;-;-
Aliyan;Aliyan;1;10439;-;-
Aliyana;Aliyana;1;10439;-;-
Aliya-Şenay;Aliya-Şenay;1;10439;-;-
Aliye;Alea;12;2676;1;1923
Aliyha;Aliyha;1;10439;-;-
Aliz;Alice;11;2831;1;1923
Alíz;Alice;7;3644;2;1339
Aliza;Aliza;28;1641;4;885
Alizah;Alizah;5;4385;-;-
Alize;Alice;1;10439;-;-
Alizea;Alice;1;10439;-;-
Alizee;Alice;1;10439;-;-
Alizée;Alice;4;4969;-;-
Alizzia;Alice;1;10439;-;-
Alja;Alja;6;3964;1;1923
Aljanat;Aljanat;1;10439;-;-
Aljesa;Aljesa;1;10439;-;-
Aljin;Aljin;1;10439;-;-
Aljona;Elena;4;4969;-;-
Alketa;Alketa;8;3378;-;-
Alkmini;Alkmini;1;10439;-;-
Alla;Alla;4;4969;1;1923
Allaa;Allaa;1;10439;-;-
Allaha;Allaha;1;10439;-;-
Alla-Viktoria;Alla-Viktoria;2;7246;-;-
Allea;Allea;1;10439;-;-
Alleen;Alleen;1;10439;-;-
Allegra;Allegra;136;639;6;665
Allegra-Alessandra;Allegra-Alessandra;1;10439;-;-
Allegra-Johanna;Allegra-Johanna;1;10439;-;-
Allegra-Julia;Allegra-Julia;1;10439;-;-
Allegra-Lara;Allegra-Lara;1;10439;-;-
Allegra-Maëlle;Allegra-Maëlle;1;10439;-;-
Allegra-Victoria;Allegra-Victoria;1;10439;-;-
Allégresse;Allégresse;1;10439;-;-
Allen;Allen;1;10439;-;-
Allena;Allena;1;10439;-;-
Allesandra;Alexandra;1;10439;-;-
Allessa;Allessa;1;10439;-;-
Allessandra;Alexandra;1;10439;-;-
Allia;Allia;1;10439;-;-
Allicia;Allicia;1;10439;-;-
Allie;Allie;1;10439;-;-
Allieja;Allieja;1;10439;-;-
Allin;Allin;1;10439;-;-
Allina;Alina;2;7246;-;-
Allison;Alison;12;2676;1;1923
Allissa-Catherin;Allissa-Catherin;1;10439;-;-
Alliyah;Alliyah;1;10439;-;-
Allmedina;Allmedina;1;10439;-;-
Allun;Allun;1;10439;-;-
Ally;Ally;5;4385;-;-
Ally-Milayne;Ally-Milayne;1;10439;-;-
Allysha;Alice;1;10439;-;-
Allyson;Allyson;2;7246;-;-
Alma;Alma;779;226;101;79
Alma-Ada;Alma-Ada;1;10439;-;-
Almaas;Almaas;2;7246;1;1923
Almadiha;Almadiha;1;10439;-;-
Alma-Gabriela;Alma-Gabriela;1;10439;1;1923
Alma-Josepha;Alma-Josepha;1;10439;-;-
Alma-Larissa;Alma-Larissa;1;10439;-;-
Alma-Loa;Alma-Loa;1;10439;-;-
Alma-Louise;Alma-Louise;2;7246;-;-
Almalyn;Almalyn;1;10439;-;-
Alma-Madeira;Alma-Madeira;1;10439;-;-
Alma-Maria;Alma-Maria;3;5829;1;1923
Alma-Marie;Alma-Maria;3;5829;1;1923
Alma-Marina;Alma-Marina;1;10439;-;-
Alma-Mireille;Alma-Mireille;1;10439;-;-
Alma-Miu;Alma-Miu;1;10439;-;-
Almana;Almana;1;10439;-;-
Almas;Almas;4;4969;-;-
Almasa;Almasa;8;3378;1;1923
Almasi;Almasi;1;10439;-;-
Alma-Sophia;Alma-Sophia;2;7246;-;-
Alma-Therese;Alma-Therese;1;10439;1;1923
Alma-Valerie;Alma-Valerie;1;10439;-;-
Almaya;Almaya;1;10439;-;-
Alma-Yara;Alma-Yara;1;10439;-;-
Almaz;Almaz;3;5829;-;-
Almeda;Almeda;1;10439;-;-
Almedina;Elmedina;31;1551;2;1339
Almedine;Almedine;1;10439;-;-
Almerie;Almerie;3;5829;-;-
Almerisa;Almerisa;2;7246;-;-
Almi;Almi;1;10439;-;-
Almila;Almila;14;2464;2;1339
Almina;Almina;98;773;11;451
Almina-Ceylin;Almina-Ceylin;1;10439;-;-
Almira;Almira;50;1157;2;1339
Almiray;Almiray;1;10439;-;-
Almisa;Almisa;2;7246;-;-
Almiskha;Almiskha;1;10439;-;-
Almonda;Almonda;1;10439;-;-
Almud;Almut;2;7246;-;-
Almut;Almut;38;1368;2;1339
Almuth;Almut;17;2184;-;-
Almuth-Ulrike;Almuth-Ulrike;1;10439;-;-
Aloa;Aloa;1;10439;-;-
Aloha-Lea;Aloha-Lea;1;10439;-;-
Aloisa;Aloisa;1;10439;-;-
Aloisia;Aloisia;19;2046;-;-
Alona;Alona;4;4969;1;1923
Alona-Marlen;Alona-Marlen;1;10439;1;1923
Alondra;Alondra;3;5829;-;-
Alora;Alora;1;10439;-;-
Alouk;Alouk;1;10439;-;-
Aloysia;Aloysia;1;10439;-;-
Alpha;Alpha;1;10439;1;1923
Alrike;Alrike;2;7246;-;-
Alrun;Alrun;21;1920;1;1923
Alruna;Alruna;2;7246;-;-
Alscheimaa;Alscheimaa;1;10439;-;-
Alshaimaa;Alshaimaa;1;10439;-;-
Alta;Alta;1;10439;-;-
Altagracia;Altagracia;1;10439;-;-
Altea;Altea;4;4969;1;1923
Althea;Althea;4;4969;-;-
Altiana;Altiana;1;10439;-;-
Altijana;Altijana;1;10439;-;-
Altina;Altina;28;1641;-;-
Altjona;Altjona;1;10439;-;-
Altrida;Altrida;1;10439;-;-
Altrisa;Altrisa;1;10439;-;-
Altuna;Altuna;4;4969;-;-
Aluisia;Aluisia;1;10439;-;-
Aluma;Aluma;1;10439;-;-
Aluna;Aluna;1;10439;-;-
Alva;Alva;103;758;19;284
Alva-Lorena;Alva-Lorena;1;10439;-;-
Alva-Maria;Alva-Maria;1;10439;-;-
Alvara;Alvara;1;10439;-;-
Alva-Sophie;Alva-Sophie;1;10439;-;-
Alvera;Alvera;1;10439;-;-
Alvina;Elvin;17;2184;3;1029
Alvine;Elvin;1;10439;-;-
Alvira;Alvira;3;5829;-;-
Alvisa;Alvisa;1;10439;-;-
Alwa;Alwa;1;10439;-;-
Alwina;Elvin;5;4385;-;-
Alwine;Elvin;5;4385;1;1923
Alya;Alea;133;651;30;197
Alyaa;Alea;2;7246;-;-
Alyadua;Alyadua;2;7246;-;-
Alyah;Alyah;1;10439;-;-
Alya-Mina;Alya-Mina;1;10439;-;-
Alyana;Alyana;3;5829;1;1923
Alyana-Rae;Alyana-Rae;1;10439;-;-
Alya-Su;Alya-Su;1;10439;-;-
Alyce;Alice;2;7246;-;-
Alycia;Alice;3;5829;1;1923
Alyda;Alyda;1;10439;-;-
Alyeska-Katharina;Alyeska-Katharina;1;10439;-;-
Alyia;Alyia;1;10439;1;1923
Alyna;Alyna;8;3378;-;-
Alynda;Alynda;1;10439;1;1923
Alynna;Alynna;1;10439;-;-
Alyona;Alyona;2;7246;-;-
Alys;Alys;1;10439;-;-
Alysa;Alice;2;7246;-;-
Alysa-Maryam;Alysa-Maryam;1;10439;1;1923
Alyséa;Alice;1;10439;-;-
Alysha;Alice;27;1676;1;1923
Alysha-Lisa;Alysha-Lisa;1;10439;-;-
Alyshia;Alice;1;10439;-;-
Alysia;Alice;2;7246;-;-
Alyson;Alison;3;5829;-;-
Alyssa;Alice;207;494;7;599
Alyssa-Gianna;Alyssa-Gianna;1;10439;-;-
